gutenberg_id,text,title
43,"last, I think; for, O my poor old Harry Jekyll, if ever I read Satan’s",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"signature upon a face, it is on that of your new friend.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Round the corner from the by-street, there was a square of ancient,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"handsome houses, now for the most part decayed from their high estate",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and let in flats and chambers to all sorts and conditions of men;,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"map-engravers, architects, shady lawyers and the agents of obscure",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"enterprises. One house, however, second from the corner, was still",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"occupied entire; and at the door of this, which wore a great air of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"wealth and comfort, though it was now plunged in darkness except for",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the fanlight, Mr. Utterson stopped and knocked. A well-dressed, elderly",The Strange Case of Dr. Jekyll and Mr. Hyde
43,servant opened the door.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Is Dr. Jekyll at home, Poole?” asked the lawyer.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I will see, Mr. Utterson,” said Poole, admitting the visitor, as he",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"spoke, into a large, low-roofed, comfortable hall paved with flags,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"warmed (after the fashion of a country house) by a bright, open fire,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and furnished with costly cabinets of oak. “Will you wait here by the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"fire, sir? or shall I give you a light in the dining-room?”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Here, thank you,” said the lawyer, and he drew near and leaned on the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"tall fender. This hall, in which he was now left alone, was a pet fancy",The Strange Case of Dr. Jekyll and Mr. Hyde
43,of his friend the doctor’s; and Utterson himself was wont to speak of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,it as the pleasantest room in London. But tonight there was a shudder,The Strange Case of Dr. Jekyll and Mr. Hyde
43,in his blood; the face of Hyde sat heavy on his memory; he felt (what,The Strange Case of Dr. Jekyll and Mr. Hyde
43,was rare with him) a nausea and distaste of life; and in the gloom of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"his spirits, he seemed to read a menace in the flickering of the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,firelight on the polished cabinets and the uneasy starting of the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"shadow on the roof. He was ashamed of his relief, when Poole presently",The Strange Case of Dr. Jekyll and Mr. Hyde
43,returned to announce that Dr. Jekyll was gone out.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I saw Mr. Hyde go in by the old dissecting room, Poole,” he said. “Is",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"that right, when Dr. Jekyll is from home?”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Quite right, Mr. Utterson, sir,” replied the servant. “Mr. Hyde has a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,key.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Your master seems to repose a great deal of trust in that young man,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Poole,” resumed the other musingly.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Yes, sir, he does indeed,” said Poole. “We have all orders to obey",The Strange Case of Dr. Jekyll and Mr. Hyde
43,him.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“I do not think I ever met Mr. Hyde?” asked Utterson.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“O, dear no, sir. He never _dines_ here,” replied the butler. “Indeed",The Strange Case of Dr. Jekyll and Mr. Hyde
43,we see very little of him on this side of the house; he mostly comes,The Strange Case of Dr. Jekyll and Mr. Hyde
43,and goes by the laboratory.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Well, good-night, Poole.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Good-night, Mr. Utterson.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,And the lawyer set out homeward with a very heavy heart. “Poor Harry,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Jekyll,” he thought, “my mind misgives me he is in deep waters! He was",The Strange Case of Dr. Jekyll and Mr. Hyde
43,wild when he was young; a long while ago to be sure; but in the law of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"God, there is no statute of limitations. Ay, it must be that; the ghost",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"of some old sin, the cancer of some concealed disgrace: punishment",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"coming, _pede claudo_, years after memory has forgotten and self-love",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"condoned the fault.” And the lawyer, scared by the thought, brooded",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"awhile on his own past, groping in all the corners of memory, least by",The Strange Case of Dr. Jekyll and Mr. Hyde
43,chance some Jack-in-the-Box of an old iniquity should leap to light,The Strange Case of Dr. Jekyll and Mr. Hyde
43,there. His past was fairly blameless; few men could read the rolls of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,their life with less apprehension; yet he was humbled to the dust by,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the many ill things he had done, and raised up again into a sober and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,fearful gratitude by the many he had come so near to doing yet avoided.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"And then by a return on his former subject, he conceived a spark of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"hope. “This Master Hyde, if he were studied,” thought he, “must have",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"secrets of his own; black secrets, by the look of him; secrets compared",The Strange Case of Dr. Jekyll and Mr. Hyde
43,to which poor Jekyll’s worst would be like sunshine. Things cannot,The Strange Case of Dr. Jekyll and Mr. Hyde
43,continue as they are. It turns me cold to think of this creature,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"stealing like a thief to Harry’s bedside; poor Harry, what a wakening!",The Strange Case of Dr. Jekyll and Mr. Hyde
43,And the danger of it; for if this Hyde suspects the existence of the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"will, he may grow impatient to inherit. Ay, I must put my shoulders to",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the wheel—if Jekyll will but let me,” he added, “if Jekyll will only",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"let me.” For once more he saw before his mind’s eye, as clear as",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"transparency, the strange clauses of the will.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,DR. JEKYLL WAS QUITE AT EASE,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"A fortnight later, by excellent good fortune, the doctor gave one of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"his pleasant dinners to some five or six old cronies, all intelligent,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,reputable men and all judges of good wine; and Mr. Utterson so,The Strange Case of Dr. Jekyll and Mr. Hyde
43,contrived that he remained behind after the others had departed. This,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"was no new arrangement, but a thing that had befallen many scores of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"times. Where Utterson was liked, he was liked well. Hosts loved to",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"detain the dry lawyer, when the light-hearted and loose-tongued had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,already their foot on the threshold; they liked to sit a while in his,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"unobtrusive company, practising for solitude, sobering their minds in",The Strange Case of Dr. Jekyll and Mr. Hyde
43,the man’s rich silence after the expense and strain of gaiety. To this,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"rule, Dr. Jekyll was no exception; and as he now sat on the opposite",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"side of the fire—a large, well-made, smooth-faced man of fifty, with",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"something of a slyish cast perhaps, but every mark of capacity and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,kindness—you could see by his looks that he cherished for Mr. Utterson,The Strange Case of Dr. Jekyll and Mr. Hyde
43,a sincere and warm affection.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I have been wanting to speak to you, Jekyll,” began the latter. “You",The Strange Case of Dr. Jekyll and Mr. Hyde
43,know that will of yours?”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,A close observer might have gathered that the topic was distasteful;,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"but the doctor carried it off gaily. “My poor Utterson,” said he, “you",The Strange Case of Dr. Jekyll and Mr. Hyde
43,are unfortunate in such a client. I never saw a man so distressed as,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"you were by my will; unless it were that hide-bound pedant, Lanyon, at",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"what he called my scientific heresies. O, I know he’s a good fellow—you",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"needn’t frown—an excellent fellow, and I always mean to see more of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"him; but a hide-bound pedant for all that; an ignorant, blatant pedant.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,I was never more disappointed in any man than Lanyon.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“You know I never approved of it,” pursued Utterson, ruthlessly",The Strange Case of Dr. Jekyll and Mr. Hyde
43,disregarding the fresh topic.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“My will? Yes, certainly, I know that,” said the doctor, a trifle",The Strange Case of Dr. Jekyll and Mr. Hyde
43,sharply. “You have told me so.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Well, I tell you so again,” continued the lawyer. “I have been",The Strange Case of Dr. Jekyll and Mr. Hyde
43,learning something of young Hyde.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"The large handsome face of Dr. Jekyll grew pale to the very lips, and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"there came a blackness about his eyes. “I do not care to hear more,”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,said he. “This is a matter I thought we had agreed to drop.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“What I heard was abominable,” said Utterson.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“It can make no change. You do not understand my position,” returned",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the doctor, with a certain incoherency of manner. “I am painfully",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"situated, Utterson; my position is a very strange—a very strange one.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,It is one of those affairs that cannot be mended by talking.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Jekyll,” said Utterson, “you know me: I am a man to be trusted. Make a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,clean breast of this in confidence; and I make no doubt I can get you,The Strange Case of Dr. Jekyll and Mr. Hyde
43,out of it.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“My good Utterson,” said the doctor, “this is very good of you, this is",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"downright good of you, and I cannot find words to thank you in. I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"believe you fully; I would trust you before any man alive, ay, before",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"myself, if I could make the choice; but indeed it isn’t what you fancy;",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"it is not as bad as that; and just to put your good heart at rest, I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"will tell you one thing: the moment I choose, I can be rid of Mr. Hyde.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,I give you my hand upon that; and I thank you again and again; and I,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"will just add one little word, Utterson, that I’m sure you’ll take in",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"good part: this is a private matter, and I beg of you to let it sleep.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Utterson reflected a little, looking in the fire.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I have no doubt you are perfectly right,” he said at last, getting to",The Strange Case of Dr. Jekyll and Mr. Hyde
43,his feet.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Well, but since we have touched upon this business, and for the last",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"time I hope,” continued the doctor, “there is one point I should like",The Strange Case of Dr. Jekyll and Mr. Hyde
43,you to understand. I have really a very great interest in poor Hyde. I,The Strange Case of Dr. Jekyll and Mr. Hyde
43,know you have seen him; he told me so; and I fear he was rude. But I do,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"sincerely take a great, a very great interest in that young man; and if",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"I am taken away, Utterson, I wish you to promise me that you will bear",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"with him and get his rights for him. I think you would, if you knew",The Strange Case of Dr. Jekyll and Mr. Hyde
43,all; and it would be a weight off my mind if you would promise.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I can’t pretend that I shall ever like him,” said the lawyer.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I don’t ask that,” pleaded Jekyll, laying his hand upon the other’s",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"arm; “I only ask for justice; I only ask you to help him for my sake,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,when I am no longer here.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Utterson heaved an irrepressible sigh. “Well,” said he, “I promise.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,THE CAREW MURDER CASE,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Nearly a year later, in the month of October, 18—, London was startled",The Strange Case of Dr. Jekyll and Mr. Hyde
43,by a crime of singular ferocity and rendered all the more notable by,The Strange Case of Dr. Jekyll and Mr. Hyde
43,the high position of the victim. The details were few and startling. A,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"maid servant living alone in a house not far from the river, had gone",The Strange Case of Dr. Jekyll and Mr. Hyde
43,upstairs to bed about eleven. Although a fog rolled over the city in,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the small hours, the early part of the night was cloudless, and the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"lane, which the maid’s window overlooked, was brilliantly lit by the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"full moon. It seems she was romantically given, for she sat down upon",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"her box, which stood immediately under the window, and fell into a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"dream of musing. Never (she used to say, with streaming tears, when she",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"narrated that experience), never had she felt more at peace with all",The Strange Case of Dr. Jekyll and Mr. Hyde
43,men or thought more kindly of the world. And as she so sat she became,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"aware of an aged beautiful gentleman with white hair, drawing near",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"along the lane; and advancing to meet him, another and very small",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"gentleman, to whom at first she paid less attention. When they had come",The Strange Case of Dr. Jekyll and Mr. Hyde
43,within speech (which was just under the maid’s eyes) the older man,The Strange Case of Dr. Jekyll and Mr. Hyde
43,bowed and accosted the other with a very pretty manner of politeness.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,It did not seem as if the subject of his address were of great,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"importance; indeed, from his pointing, it sometimes appeared as if he",The Strange Case of Dr. Jekyll and Mr. Hyde
43,were only inquiring his way; but the moon shone on his face as he,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"spoke, and the girl was pleased to watch it, it seemed to breathe such",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"an innocent and old-world kindness of disposition, yet with something",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"high too, as of a well-founded self-content. Presently her eye wandered",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"to the other, and she was surprised to recognise in him a certain Mr.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Hyde, who had once visited her master and for whom she had conceived a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"dislike. He had in his hand a heavy cane, with which he was trifling;",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"but he answered never a word, and seemed to listen with an",The Strange Case of Dr. Jekyll and Mr. Hyde
43,ill-contained impatience. And then all of a sudden he broke out in a,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"great flame of anger, stamping with his foot, brandishing the cane, and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,carrying on (as the maid described it) like a madman. The old gentleman,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"took a step back, with the air of one very much surprised and a trifle",The Strange Case of Dr. Jekyll and Mr. Hyde
43,hurt; and at that Mr. Hyde broke out of all bounds and clubbed him to,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the earth. And next moment, with ape-like fury, he was trampling his",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"victim under foot and hailing down a storm of blows, under which the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,bones were audibly shattered and the body jumped upon the roadway. At,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the horror of these sights and sounds, the maid fainted.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,It was two o’clock when she came to herself and called for the police.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,The murderer was gone long ago; but there lay his victim in the middle,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"of the lane, incredibly mangled. The stick with which the deed had been",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"done, although it was of some rare and very tough and heavy wood, had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,broken in the middle under the stress of this insensate cruelty; and,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"one splintered half had rolled in the neighbouring gutter—the other,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"without doubt, had been carried away by the murderer. A purse and gold",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"watch were found upon the victim: but no cards or papers, except a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"sealed and stamped envelope, which he had been probably carrying to the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"post, and which bore the name and address of Mr. Utterson.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"This was brought to the lawyer the next morning, before he was out of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"bed; and he had no sooner seen it and been told the circumstances, than",The Strange Case of Dr. Jekyll and Mr. Hyde
43,he shot out a solemn lip. “I shall say nothing till I have seen the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"body,” said he; “this may be very serious. Have the kindness to wait",The Strange Case of Dr. Jekyll and Mr. Hyde
43,while I dress.” And with the same grave countenance he hurried through,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"his breakfast and drove to the police station, whither the body had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"been carried. As soon as he came into the cell, he nodded.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Yes,” said he, “I recognise him. I am sorry to say that this is Sir",The Strange Case of Dr. Jekyll and Mr. Hyde
43,Danvers Carew.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Good God, sir,” exclaimed the officer, “is it possible?” And the next",The Strange Case of Dr. Jekyll and Mr. Hyde
43,moment his eye lighted up with professional ambition. “This will make a,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"deal of noise,” he said. “And perhaps you can help us to the man.” And",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"he briefly narrated what the maid had seen, and showed the broken",The Strange Case of Dr. Jekyll and Mr. Hyde
43,stick.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,Mr. Utterson had already quailed at the name of Hyde; but when the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"stick was laid before him, he could doubt no longer; broken and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"battered as it was, he recognised it for one that he had himself",The Strange Case of Dr. Jekyll and Mr. Hyde
43,presented many years before to Henry Jekyll.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“Is this Mr. Hyde a person of small stature?” he inquired.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Particularly small and particularly wicked-looking, is what the maid",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"calls him,” said the officer.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Mr. Utterson reflected; and then, raising his head, “If you will come",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"with me in my cab,” he said, “I think I can take you to his house.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"It was by this time about nine in the morning, and the first fog of the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"season. A great chocolate-coloured pall lowered over heaven, but the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,wind was continually charging and routing these embattled vapours; so,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"that as the cab crawled from street to street, Mr. Utterson beheld a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,marvelous number of degrees and hues of twilight; for here it would be,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"dark like the back-end of evening; and there would be a glow of a rich,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"lurid brown, like the light of some strange conflagration; and here,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"for a moment, the fog would be quite broken up, and a haggard shaft of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,daylight would glance in between the swirling wreaths. The dismal,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"quarter of Soho seen under these changing glimpses, with its muddy",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"ways, and slatternly passengers, and its lamps, which had never been",The Strange Case of Dr. Jekyll and Mr. Hyde
43,extinguished or had been kindled afresh to combat this mournful,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"reinvasion of darkness, seemed, in the lawyer’s eyes, like a district",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"of some city in a nightmare. The thoughts of his mind, besides, were of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the gloomiest dye; and when he glanced at the companion of his drive,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,he was conscious of some touch of that terror of the law and the law’s,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"officers, which may at times assail the most honest.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"As the cab drew up before the address indicated, the fog lifted a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"little and showed him a dingy street, a gin palace, a low French eating",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"house, a shop for the retail of penny numbers and twopenny salads, many",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"ragged children huddled in the doorways, and many women of many",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"different nationalities passing out, key in hand, to have a morning",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"glass; and the next moment the fog settled down again upon that part,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"as brown as umber, and cut him off from his blackguardly surroundings.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,This was the home of Henry Jekyll’s favourite; of a man who was heir to,The Strange Case of Dr. Jekyll and Mr. Hyde
43,a quarter of a million sterling.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,An ivory-faced and silvery-haired old woman opened the door. She had an,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"evil face, smoothed by hypocrisy: but her manners were excellent. Yes,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"she said, this was Mr. Hyde’s, but he was not at home; he had been in",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"that night very late, but he had gone away again in less than an hour;",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"there was nothing strange in that; his habits were very irregular, and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"he was often absent; for instance, it was nearly two months since she",The Strange Case of Dr. Jekyll and Mr. Hyde
43,had seen him till yesterday.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Very well, then, we wish to see his rooms,” said the lawyer; and when",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the woman began to declare it was impossible, “I had better tell you",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"who this person is,” he added. “This is Inspector Newcomen of Scotland",The Strange Case of Dr. Jekyll and Mr. Hyde
43,Yard.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"A flash of odious joy appeared upon the woman’s face. “Ah!” said she,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,“he is in trouble! What has he done?”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,Mr. Utterson and the inspector exchanged glances. “He don’t seem a very,The Strange Case of Dr. Jekyll and Mr. Hyde
