state,county,region,metro_status,rural_urban_code,perc_complete_vac,tot_pop,votes_Trump,votes_Biden,perc_Biden,ed_somecol_perc,ed_bachormore_perc,unemployment_rate_2020,median_HHincome_2019
Texas,Red River County,South,Non-metro,6,38.1,12023,4517,1246,21.460558,32.55240631,12.46497059,6.4,41325
North Carolina,Pasquotank County,South,Non-metro,4,47.5,39824,9770,9832,49.4144846,32.92972946,22.08810043,7.3,51245
South Dakota,Lyman County,Midwest,Non-metro,9,53.6,3781,1042,525,32.874139,32.41525269,20.33898354,5.7,47813
Arkansas,Drew County,South,Non-metro,6,43.6,18219,4349,2426,35.118702999999996,28.84829712,22.77677727,6.9,44162
Montana,Mineral County,West,Non-metro,8,49.4,4397,1828,686,26.7655092,35.79243469,16.09878159,10.2,43928
Idaho,Latah County,West,Non-metro,4,49.9,40108,9472,10236,49.761789,30.69857025,45.40932846,4.7,54999
Missouri,Clark County,Midwest,Non-metro,9,27.8,6797,2672,678,19.976429,29.98747826,12.77128506,6,46001
Minnesota,Meeker County,Midwest,Non-metro,6,43,23222,9359,3867,28.5830438,37.81315231,19.45836258,5.2,63812
Louisiana,Madison Parish,South,Non-metro,7,38.5,10951,1930,2654,56.8308351,24.09894943,12.80755424,8.4,32229
Maryland,Queen Anne's County,South,Metro,1,60.1,50381,18741,10709,35.3549026,27.82999992,36.46385193,5.5,101350
West Virginia,Mineral County,South,Metro,3,34.4,26868,10040,2660,20.6650093,27.49238396,15.52997017,7.6,49704
Montana,Petroleum County,West,Non-metro,9,28.5,487,298,39,11.1111111,26.857143400000002,32.57143021,3.4,42081
Tennessee,Putnam County,South,Non-metro,4,46.4,80245,23759,9185,27.3420058,23.58211899,26.44382286,6.6,49083
Texas,Austin County,South,Metro,1,43.2,30032,11447,2951,20.2762127,30.89201927,23.914011,6.6,68311
Kentucky,Pike County,South,Non-metro,7,48.6,57876,20284,4866,19.1612522,24.52075577,13.0496521,8.4,36875
Georgia,Floyd County,South,Metro,3,18.5,98498,28906,11917,28.8261048,27.21858788,20.88527489,6.3,50520
California,Los Angeles County,West,Metro,1,62.6,10039107,1145530,3028885,71.0431686,25.98134613,32.54121017,12.8,72721
Mississippi,Carroll County,South,Non-metro,9,37.6,9947,3924,1729,30.3067485,32.50205612,12.24993134,7.7,44885
Texas,Milam County,South,Non-metro,6,41.2,24823,7984,2496,23.6006051,29.23086166,14.08788395,7.1,48989
Minnesota,Brown County,Midwest,Non-metro,6,60.1,25008,9552,4753,32.4769388,35.19234085,22.18120956,5.1,62904
Florida,Manatee County,South,Metro,2,56.4,403253,124987,90166,41.5591958,29.8627739,29.78055573,6.8,64151
Georgia,Calhoun County,South,Non-metro,8,22.4,6189,923,1263,57.4613285,27.07006454,9.108280182,5.1,34960
North Carolina,Anson County,South,Non-metro,6,41.4,24446,5321,5789,51.7152046,29.24554443,11.28074169,7.7,40826
Missouri,Shannon County,Midwest,Non-metro,9,28.1,8166,3165,706,18.0747568,20.20150185,14.87363434,7.3,36477
Pennsylvania,Centre County,Northeast,Metro,3,55.4,162385,36372,40055,51.6885396,19.4425354,45.45151138,5.8,61036
Georgia,Murray County,South,Metro,3,16.6,40096,12944,2301,14.9522386,23.22366142,10.0668602,7.6,50061
Kentucky,Daviess County,South,Metro,3,49.3,101511,31025,17286,35.0721286,32.93157959,22.94279099,6.1,52620
Ohio,Jefferson County,Midwest,Metro,3,45.3,65325,22828,10018,30.0281758,30.44011497,15.82175446,10.1,47652
Texas,Moore County,South,Non-metro,7,39.8,20940,4359,1062,19.2810458,26.86447525,14.26623917,3.8,55099
Kentucky,Lee County,South,Non-metro,9,45.7,7403,2273,481,17.1724384,23.53889465,8.262797356,7,30905
California,Imperial County,West,Metro,3,70.4,181215,20847,34678,61.141084,30.19023895,15.21906948,22.5,48102
North Carolina,Lincoln County,South,Metro,1,43.9,86111,36341,13274,26.4332796,33.75341034,23.00929832,6.6,70479
Arizona,Graham County,West,Non-metro,7,55.6,38837,10749,4034,26.9005068,41.38192749,15.15228176,6.3,50685
Minnesota,Traverse County,Midwest,Non-metro,9,58,3259,1172,661,35.4613734,40.4213028,17.48807716,4.4,57602
Utah,Iron County,West,Non-metro,4,39.5,54839,18989,4892,19.6544797,39.53017426,29.82303047,4.5,58307
Pennsylvania,Schuylkill County,Northeast,Non-metro,4,57.7,141359,48871,20727,29.3571095,26.09906387,16.58787727,9.2,55951
Texas,Johnson County,South,Metro,1,41.1,175817,54628,16464,22.8650788,31.08868599,18.72616959,6.5,66538
South Dakota,Todd County,Midwest,Non-metro,9,49.1,10177,532,1963,77.3139031,32.52082062,15.60024357,6.4,34015
Idaho,Boise County,West,Metro,2,29.2,7831,3485,1204,24.9792531,36.61040497,27.14459801,8,64443
Michigan,Livingston County,Midwest,Metro,1,56.2,191995,76982,48220,37.9096991,33.97341919,35.39048386,8.8,87827
Pennsylvania,Columbia County,Northeast,Metro,3,58.3,64964,20098,10532,33.7878156,24.40011978,22.8972702,8.1,54377
Wisconsin,Marathon County,Midwest,Metro,3,54.3,135692,44624,30808,40.1401936,32.15113449,25.41474915,5,66092
Oklahoma,Cotton County,South,Metro,3,45,5666,2117,393,15.2799378,28.94935799,13.73141861,7,46450
Virginia,Lexington city,South,Non-metro,6,38.9,7446,906,1791,64.8443157,22.85266495,46.70846558,7,54204
Texas,Wise County,South,Metro,1,35.2,69984,27032,4973,15.3667882,32.51822281,18.00368881,6.5,70468
Missouri,Macon County,Midwest,Non-metro,7,37.1,15117,6076,1662,21.2098009,26.79694939,16.32030487,4.8,45717
South Dakota,Sully County,Midwest,Non-metro,9,40.5,1391,726,185,19.8924731,36.88792038,25.02720261,2.8,61791
Wyoming,Platte County,West,Non-metro,7,37.2,8393,3898,890,18.0784075,32.13300705,20.65583801,5,57425
West Virginia,Greenbrier County,South,Non-metro,6,34.2,34662,10925,4655,29.3690852,28.29219246,19.94437408,8.1,43564
Oklahoma,Greer County,South,Non-metro,7,33.4,5712,1605,328,16.6244298,35.08438492,12.28904247,7.4,38641
Missouri,Taney County,Midwest,Non-metro,4,37.3,55928,20508,5339,20.309647,35.40284348,19.90784645,12.9,49314
West Virginia,Nicholas County,South,Non-metro,6,30.4,24496,8279,2226,20.9407338,23.25517845,15.64190865,10.3,40023
South Dakota,Jerauld County,Midwest,Non-metro,9,46.8,2013,721,270,26.8389662,28.92287254,22.5398941,2.5,52162
Oklahoma,Mayes County,South,Non-metro,6,38.9,41100,12749,3581,21.5385541,32.73383713,14.32351303,5,49293
Texas,Calhoun County,South,Non-metro,6,46.5,21290,5641,2148,27.3421589,32.07927704,14.20723248,5.8,55909
Oklahoma,Beaver County,South,Non-metro,9,28.2,5311,1968,190,8.7235996,28.95329285,19.92121506,2.7,55397
Minnesota,Lake County,Midwest,Non-metro,6,61.3,10641,3393,3647,50.6387115,34.92102814,28.81293106,7.3,61082
Georgia,Cherokee County,South,Metro,1,30.7,258773,99585,42779,29.5404482,31.4595871,38.22888947,4.9,88635
Oklahoma,Beckham County,South,Non-metro,7,37.6,21859,6767,1048,13.1857071,32.47359848,16.80205727,7.5,50512
Oregon,Grant County,West,Non-metro,9,42.6,7199,3545,929,20.2132289,33.87563324,18.94432449,8.3,49792
Kentucky,Clark County,South,Metro,2,49.1,36263,11811,6004,33.0999504,31.80919266,20.13290024,6.6,55428
Virginia,Campbell County,South,Metro,2,38.4,54885,21245,8070,26.9971899,32.54944229,22.45005608,5.9,48984
Missouri,Callaway County,Midwest,Metro,3,42.9,44743,14815,5870,27.7620129,27.03266525,23.08469772,4.5,58720
Tennessee,Carter County,South,Metro,3,36.5,56391,19584,4529,18.4917524,27.40594292,17.52245712,7,39964
Alabama,Coosa County,South,Non-metro,8,36.3,10663,3631,1796,32.7797043,26.89187622,12.8223753,5.5,42024
Louisiana,Assumption Parish,South,Non-metro,6,39,21891,7271,3833,34.1165999,19.70166588,9.589306831,10.1,51763
Utah,Box Elder County,West,Metro,2,43.6,56046,21548,4473,16.5501166,38.10345459,23.93425179,4.4,69380
Maryland,Caroline County,South,Non-metro,6,51.8,33406,10283,5095,32.2590857,26.00523186,18.40670395,5.5,60143
Virginia,Patrick County,South,Non-metro,8,37,17608,7485,1954,20.4950703,30.22071266,15.22846413,6.9,43568
Virginia,Richmond city,South,Metro,1,40.9,230436,16603,92175,82.9217607,23.95378685,39.63668442,8.8,50949
Missouri,Benton County,Midwest,Non-metro,7,44,19443,8109,2180,20.8094693,31.1709404,12.9878912,7.3,42144
Michigan,Tuscola County,Midwest,Non-metro,6,42.7,52245,20297,8712,29.5873663,33.46159744,13.46792507,10.1,52342
Missouri,Andrew County,Midwest,Metro,3,33.3,17712,7255,2351,24.1078753,29.4614315,24.88728523,4,62823
Wisconsin,Pepin County,Midwest,Non-metro,8,45.8,7287,2584,1489,35.9314672,32.38658142,20.60617638,5.9,62675
California,Contra Costa County,West,Metro,1,72.2,1153526,152877,416386,71.6387661,29.85779572,42.35357285,8.9,106555
Oklahoma,Pushmataha County,South,Non-metro,9,32.8,11096,4016,668,14.0958008,26.4455452,14.27119064,6.7,37718
Missouri,Putnam County,Midwest,Non-metro,9,30.7,4696,1984,361,15.2901313,28.33133316,19.32773018,4.4,42434
Wisconsin,Forest County,Midwest,Non-metro,9,54.9,9004,3285,1721,34.0589749,34.96275711,14.68032265,12.4,48964
Kansas,Ellis County,Midwest,Non-metro,5,45.3,28553,9569,3633,26.9091178,30.10771179,36.29540634,3.5,51237
Arkansas,Clark County,South,Non-metro,7,44.8,22320,4616,3438,40.9529482,33.13339996,26.63427162,5.9,44105
Idaho,Minidoka County,West,Non-metro,7,33.7,21039,6265,1550,19.391968,33.03454208,14.07155514,3.8,56173
Illinois,Mercer County,Midwest,Metro,2,53.6,15437,5418,3280,36.7960512,34.97081375,17.36865807,8,62241
Kentucky,Calloway County,South,Non-metro,7,41.2,39001,11352,5797,33.2073094,28.87481308,28.50223541,6.2,45574
Illinois,Menard County,Midwest,Metro,3,52.7,12196,4764,2022,29.0767903,34.27590179,23.96107674,6.4,77306
Florida,Brevard County,South,Metro,2,58.2,601942,207883,148549,41.176226,33.76921844,30.16523933,6.6,57582
Ohio,Auglaize County,Midwest,Non-metro,4,36,45656,20798,4651,18.0432168,30.3205204,18.87011528,6.9,64227
Michigan,Ionia County,Midwest,Non-metro,4,43.1,64697,20657,10901,33.8445776,34.99233246,16.40988159,7.9,59582
Texas,Jim Hogg County,South,Non-metro,6,49.8,5200,833,1197,58.7917485,23.47711563,13.43430996,9.5,38788
Virginia,Greene County,South,Metro,3,44.8,19819,6866,4163,36.8048802,28.44280434,29.04059029,5.2,73345
Indiana,Steuben County,Midwest,Non-metro,7,44.3,34594,11327,4513,27.9235243,29.77398109,21.75175667,6.2,59444
Oklahoma,Woodward County,South,Non-metro,7,34.8,20211,6611,1005,12.9094412,28.41776276,19.44182014,6.7,73253
Michigan,Lenawee County,Midwest,Non-metro,4,48.7,98451,31541,20918,39.1906323,33.02825928,21.01054192,9,55466
Kentucky,Henderson County,South,Metro,2,45.6,45210,12730,7639,36.9087307,32.72130203,18.1951828,6.1,53199
Mississippi,Lamar County,South,Metro,3,53.7,63343,20704,7340,25.7309122,31.13308716,34.10220337,6,62606
South Dakota,Butte County,Midwest,Non-metro,6,35.6,10429,3731,939,19.5543524,29.65845299,19.19585037,5.4,50105
New York,Oswego County,Northeast,Metro,2,54.2,117124,32138,21143,38.8009029,31.74934196,18.98168373,8.9,57640
North Dakota,Slope County,Midwest,Non-metro,9,10,750,380,44,10.3044496,35.66176605,25.91911697,3.1,52695
Connecticut,New Haven County,Northeast,Metro,2,69.9,854757,169892,242629,58.0479927,24.41342926,34.996986389999996,8,69687
Arkansas,Cleburne County,South,Non-metro,6,40.3,24919,10328,1988,15.6782334,27.56646919,15.54592609,7.6,46214
Louisiana,Union Parish,South,Metro,3,41.4,22108,8407,2654,23.694313,23.63891411,17.21280098,7.1,44617
Iowa,Jackson County,Midwest,Non-metro,6,49,19439,6940,4029,36.1832061,31.38059998,19.19495583,6.1,57687
New York,Cayuga County,Northeast,Non-metro,4,54,76576,19512,16149,44.339804,31.93773079,22.5900135,7.9,58055
Maryland,Montgomery County,South,Metro,1,77.9,1050688,101222,419569,78.6088061,18.72377777,58.85958862,6.3,110012
Oklahoma,Atoka County,South,Non-metro,9,32.3,13758,4557,765,14.1955836,27.99502182,14.96732712,7,41872
Indiana,Pike County,Midwest,Non-metro,8,53.9,12389,4692,1415,22.7491961,30.93079376,14.11683655,5.9,52378
Alabama,Blount County,South,Metro,1,28.2,57826,24711,2640,9.569378,33.97502136,13.09341335,4.1,52902
Michigan,Oakland County,Midwest,Metro,1,61.6,1257584,325971,434148,56.3571671,28.30308533,47.24222565,9.3,81257
West Virginia,Brooke County,South,Metro,3,21.8,21939,7545,2947,27.6557808,30.67092705,18.98500824,9,50900
Illinois,Cook County,Midwest,Metro,1,63.6,5150233,558269,1725973,74.3505533,25.19054604,38.81492615,11.1,69375
New York,Bronx County,Northeast,Metro,1,62,1418207,67740,355374,83.476974,24.76208878,20.0689373,16,41470
Georgia,Taylor County,South,Non-metro,8,29.3,8020,2420,1388,36.1270172,28.32655907,12.63474083,6.7,28234
Kentucky,Pendleton County,South,Metro,1,39.9,14590,5515,1322,19.0902527,26.80309868,13.23266411,5.2,58962
Washington,Lewis County,West,Non-metro,4,46.6,80707,29391,14520,32.0466133,40.70318222,17.72186089,9.4,58525
Maryland,Baltimore city,South,Metro,1,56.7,593490,25374,207260,87.281701,24.19235229,31.9112072,8.8,49780
North Carolina,Warren County,South,Non-metro,8,50.1,19731,3752,6400,62.1781793,29.1202755,15.80755997,9.8,37027
Georgia,Treutlen County,South,Non-metro,7,16.8,6901,2101,952,30.9392265,20.49702644,12.38317776,6,37478
Minnesota,Sibley County,Midwest,Metro,1,43.6,14865,5864,2417,28.5967818,35.05914307,16.4145813,5.5,66757
Maryland,Harford County,South,Metro,1,62.9,255441,80930,63095,42.578246300000004,29.97694969,36.70058441,5.8,91492
North Carolina,Orange County,South,Metro,2,67.8,148476,20176,63594,74.8191113,19.3632946,59.72607803,5.4,74314
Virginia,Franklin city,South,Non-metro,6,36.7,7967,1487,2525,62.2227698,38.12912369,19.07323837,8.5,45433
Texas,Gaines County,South,Non-metro,7,19.9,21492,5355,576,9.6080067,20.54951859,11.4409399,5.6,67171
New Mexico,Rio Arriba County,West,Non-metro,4,69.3,38921,5408,10990,66.0933365,34.9681778,19.26244926,8.1,44579
New York,Ontario County,Northeast,Metro,1,62.1,109777,29039,29025,48.6392734,31.16285706,36.31369019,7.3,66754
Wisconsin,Lincoln County,Midwest,Non-metro,6,50.7,27593,10017,6261,37.952355,35.43941498,18.41607285,5.9,60728
Louisiana,St. Helena Parish,South,Metro,2,27.9,10132,2714,3346,54.3358233,22.36611366,16.67341232,11.5,43376
Virginia,Prince William County,South,Metro,1,64.1,470335,81222,142863,62.6438243,27.34727287,41.10748672,6.5,106208
West Virginia,Pendleton County,South,Non-metro,8,37.8,6969,2782,820,22.4104947,16.05078697,14.11787033,4.9,43451
Georgia,Webster County,South,Non-metro,8,19.8,2607,748,640,46.0100647,23.93390274,14.65884876,5.7,41547
Iowa,Linn County,Midwest,Metro,2,60.4,226706,53364,70874,55.6057682,34.31901932,33.13739014,6.4,64783
Kansas,Norton County,Midwest,Non-metro,7,49,5361,1977,361,15.1046025,35.5711441,18.78757477,2.7,49739
New Mexico,Lea County,West,Non-metro,5,38.9,71070,16531,4061,19.4139019,29.15125656,13.60834503,11,63012
Ohio,Medina County,Midwest,Metro,1,57.8,179746,64598,39800,37.6092606,30.1684742,33.92494965,7.6,78540
Mississippi,Jackson County,South,Metro,2,41.2,143617,36295,17375,31.8089449,36.37955093,21.08975983,9.5,53414
Georgia,Chattooga County,South,Non-metro,6,15.4,24789,8064,1854,18.4477612,24.78517532,8.932016373,8.4,41561
Iowa,Montgomery County,Midwest,Non-metro,6,51.6,9917,3659,1583,29.7165384,36.77354813,18.46550179,4.7,52715
Tennessee,Maury County,South,Metro,1,57.6,96387,31464,14418,30.9021154,31.39240456,23.0458374,8.1,66434
Montana,Phillips County,West,Non-metro,9,39.1,3954,1936,416,17.4350377,34.17765427,17.24496841,4.9,47679
Oregon,Clatsop County,West,Non-metro,4,60.8,40224,10218,12916,54.0192388,40.99034119,24.38630295,9.6,59339
North Carolina,Iredell County,South,Metro,1,46.8,181806,67010,33888,33.1031249,32.57902908,28.42606735,7.3,68308
Texas,Madison County,South,Non-metro,6,36.3,14284,4169,1088,20.5399283,27.59080696,14.72398949,7.2,46274
New Mexico,Santa Fe County,West,Metro,3,72.9,150358,18329,62530,76.0455811,25.98642731,41.04093552,8.3,61791
New York,Madison County,Northeast,Metro,2,55.9,70941,18408,14807,43.5013808,31.02549744,26.20760155,7.8,61713
Michigan,Luce County,Midwest,Non-metro,7,41.5,6229,2109,842,28.0573142,33.18001175,18.41940117,8.6,45464
South Carolina,McCormick County,South,Non-metro,8,55.7,9463,2958,2687,47.1651747,29.02814865,20.4814682,6.7,48645
Ohio,Coshocton County,Midwest,Non-metro,6,35.3,36600,12325,4125,24.6430492,24.97927666,13.16069984,8.9,49679
Kansas,Pawnee County,Midwest,Non-metro,7,48.9,6414,2028,635,23.4144543,37.9741745,19.55205727,3.8,65141
Wisconsin,Monroe County,Midwest,Non-metro,6,47.9,46253,13775,8433,37.2960064,33.47993469,20.55427933,5.5,60296
Alaska,Yakutat City and Borough,West,Non-metro,9,70.5,579,NA,NA,NA,35.06787491,22.62443352,8.5,61587
South Dakota,Faulk County,Midwest,Non-metro,9,49.8,2299,964,198,16.751269,31.93529129,26.90233612,3.5,49198
West Virginia,Calhoun County,South,Non-metro,8,12.5,7109,2364,568,19.118142,21.59425545,12.22385883,16.1,37307
Kentucky,Knott County,South,Non-metro,9,44.2,14806,4780,1412,22.5847729,26.51708794,14.8632021,8.5,32613
Virginia,Martinsville city,South,Non-metro,4,39.1,12554,2165,3766,62.6309662,33.28397369,21.0046711,10.9,37814
Kentucky,Boyle County,South,Non-metro,7,51.6,30060,8872,5298,36.5934521,28.45301056,25.15729523,7.4,53644
Ohio,Morrow County,Midwest,Metro,1,37.8,35328,14077,4048,21.9320583,29.91689682,13.83801174,7.1,59498
Iowa,Tama County,Midwest,Non-metro,6,57.5,16854,5303,3577,39.5335986,35.45611191,15.78313255,5.1,56281
Louisiana,Caddo Parish,South,Metro,2,43.7,240204,48021,55110,52.5297392,29.75051689,23.54568672,9,45613
Indiana,Randolph County,Midwest,Non-metro,6,41.5,24665,8312,2513,22.7009937,29.74424171,14.34097385,6.6,50496
Kentucky,Madison County,South,Non-metro,4,42.9,92987,27356,15581,35.446004,28.66001701,30.77379417,6,50316
Minnesota,Nicollet County,Midwest,Metro,3,56.6,34274,9018,9622,50.3111111,35.01647186,33.79811478,4.8,71067
Minnesota,Winona County,Midwest,Non-metro,4,58.3,50484,13227,13333,49.0670887,36.18119431,30.07135582,4.9,64219
Montana,Gallatin County,West,Non-metro,5,52.9,114434,31696,37044,51.8047184,28.85136604,50.11812592,5,73731
Pennsylvania,Erie County,Northeast,Metro,2,54.9,269728,66869,68286,49.8136166,24.92720985,27.8910656,9.8,51923
Maryland,Garrett County,South,Non-metro,6,44.7,29014,12002,3281,21.0172314,25.5588665,20.94355392,6.6,59253
Texas,Pecos County,South,Non-metro,7,52.1,15823,3215,1382,29.6058269,23.3497715,9.83497715,8.1,52763
Georgia,Clay County,South,Non-metro,9,36.8,2834,637,791,55.1219512,31.22439766,12.51706886,12.4,24732
Louisiana,Claiborne Parish,South,Non-metro,6,37.7,15670,3770,2731,41.5045593,23.22294617,12.76969433,6.6,36497
California,Marin County,West,Metro,1,78.6,258826,24612,128288,82.3409349,23.293750760000002,59.49171066,6.7,112069
Indiana,Warren County,Midwest,Non-metro,8,42,8265,3401,974,21.7799642,30.78231239,19.40476227,5.4,64109
California,San Francisco County,West,Metro,1,75.3,881549,56417,378156,85.2743665,18.35315514,58.06106567,7.8,121795
Missouri,Dunklin County,Midwest,Non-metro,7,33.5,29131,8135,2200,21.1152702,24.24439812,13.81885624,7.3,38880
Virginia,Nelson County,South,Metro,3,53.4,14930,4812,4327,46.4469729,20.17852402,30.36696434,5.6,55804
Arkansas,Pulaski County,South,Metro,2,51.6,391911,63687,101947,59.9843489,30.07928276,34.31521988,7.4,52684
Vermont,Lamoille County,Northeast,Non-metro,8,55.1,25362,4163,10240,68.6557157,29.05112839,38.2023735,7.8,60555
Alabama,Shelby County,South,Metro,1,32.5,217702,79700,33268,28.9412788,29.91397667,42.92944336,3.9,77801
Texas,Tom Green County,South,Metro,3,47.2,119200,32313,12239,27.0714444,31.59391975,24.45191193,6.3,54774
Minnesota,Benton County,Midwest,Metro,3,36.9,40889,14382,7280,32.7044025,38.27870941,23.56590271,6.6,63395
Wisconsin,Langlade County,Midwest,Non-metro,6,49.8,19189,7330,3704,33.1751008,31.2592907,16.65604782,6.5,49597
North Dakota,Sioux County,Midwest,Metro,3,39.8,4230,258,804,67.7908938,36.26700592,15.00850296,3.9,37133
Alabama,Baldwin County,South,Metro,3,45,223234,83544,24578,22.40903,31.28408051,31.86245918,5.6,59871
Texas,Panola County,South,Non-metro,6,33.7,23194,9326,2057,17.9634966,35.28365326,16.14891052,8.4,56882
Virginia,Powhatan County,South,Metro,1,38.5,29652,14055,5320,26.9640142,30.63274574,29.23394585,4.8,94293
Wisconsin,Sheboygan County,Midwest,Metro,3,55.7,115340,37609,27101,41.0552787,32.15878677,25.12776375,5.7,62108
Kentucky,Henry County,South,Metro,1,48.6,16126,5843,2142,26.4118372,30.81512833,13.08977413,5.7,51806
Indiana,Dearborn County,Midwest,Metro,1,55.8,49458,19528,5446,21.4553047,27.88234329,22.85155678,6.9,71351
Tennessee,White County,South,Non-metro,7,39,27345,9606,2143,18.0159731,25.21021843,12.29909515,7.1,43583
Pennsylvania,Venango County,Northeast,Non-metro,4,40.7,50668,18569,7585,28.5924306,23.44333839,18.73256493,8.9,53619
Iowa,Hamilton County,Midwest,Non-metro,6,57.4,14773,4956,2843,35.7925217,36.57819748,24.32227516,4.4,63234
South Dakota,Jackson County,Midwest,Non-metro,8,40.9,3344,738,359,32.1973094,31.12033272,17.79045677,4.3,37879
Georgia,Effingham County,South,Metro,2,22.9,64296,23361,7718,24.4464857,30.80668449,20.02383804,5,71628
Michigan,Montmorency County,Midwest,Non-metro,9,51.3,9328,4171,1628,27.7863117,30.32886696,13.66896725,13.1,40126
Minnesota,Renville County,Midwest,Non-metro,8,49.9,14548,5467,2496,30.7086614,38.73397827,15.24312687,5.5,59110
Nebraska,Cheyenne County,Midwest,Non-metro,7,38.9,8910,3813,855,17.9020101,40.55189133,25.40491867,4.4,56229
Connecticut,Litchfield County,Northeast,Non-metro,4,69.8,180333,55601,50164,46.6450941,27.68182755,35.40213394,6.9,81015
Wisconsin,Outagamie County,Midwest,Metro,3,57.8,187885,58385,47667,44.1271223,32.78194046,29.67019844,5.5,66994
North Carolina,Hyde County,South,Non-metro,9,58.7,4937,1418,1046,41.9743178,32.89611816,9.181531906,10.2,43112
Missouri,Clinton County,Midwest,Metro,1,43,20387,7799,2896,26.5980896,30.29101372,21.63138199,5.9,64541
Idaho,Caribou County,West,Non-metro,6,33.5,7155,2906,431,12.617096,39.8501358,19.0054493,3.6,61518
North Dakota,Ransom County,Midwest,Non-metro,8,54.7,5218,1418,945,38.5085575,36.47551727,19.11495209,4.1,66422
Illinois,Monroe County,Midwest,Metro,1,55.9,34637,14142,6569,30.977082,33.28363037,35.03976059,5.6,90904
North Carolina,Davie County,South,Metro,2,51.1,42846,18228,6713,26.5220655,31.80299759,24.01018715,6.8,63828
Florida,Marion County,South,Metro,2,52.1,365579,127826,74858,36.6275884,30.58164215,20.11140251,7,49079
South Dakota,Harding County,Midwest,Non-metro,9,17.1,1298,748,49,6.0270603,32.96460342,25.99557495,3.6,55482
Arkansas,Woodruff County,South,Non-metro,9,52.3,6320,1543,856,34.5718901,23.87387466,14.04976368,5.8,36568
Virginia,Halifax County,South,Non-metro,6,40.6,33911,10418,7666,42.0100833,30.06959343,15.42700863,7,42619
Vermont,Franklin County,Northeast,Metro,3,32.8,49402,11274,13611,52.6945412,28.67467117,24.05291939,5.3,65056
Alabama,Coffee County,South,Non-metro,4,35.3,52342,16899,5076,22.7878788,35.89096832,22.79205513,4.4,57299
Minnesota,Lincoln County,Midwest,Non-metro,9,48.4,5639,2121,937,30.0802568,34.34444809,19.25294495,4.4,55328
Louisiana,Vermilion Parish,South,Metro,2,34.4,59511,21930,5009,18.3318694,22.42386246,14.17721558,7.4,50193
Texas,Fort Bend County,South,Metro,1,63.4,811688,157718,195552,54.6977181,26.52877998,46.22030258,7.7,101361
Virginia,Pittsylvania County,South,Non-metro,4,39.3,60354,23751,10115,29.5526923,33.10044479,14.5349226,6.5,51682
Wisconsin,Pierce County,Midwest,Metro,1,39.9,42754,12815,9796,42.0122657,33.88191605,29.16082001,7,75368
Indiana,Madison County,Midwest,Metro,1,48.1,129569,31215,19524,37.6962138,30.57393456,18.40364075,7.9,54145
Michigan,Ingham County,Midwest,Metro,2,52.8,292406,47639,94212,65.1760636,32.11305618,38.85557938,7.5,54704
North Carolina,Alamance County,South,Metro,3,52.2,169509,46056,38825,45.0976293,33.81207275,24.83799362,7.2,57963
Mississippi,Grenada County,South,Non-metro,7,48,20758,6081,4734,43.3556186,31.64822769,21.32754517,7.2,40561
Minnesota,Cottonwood County,Midwest,Non-metro,7,51.2,11196,4165,1834,30.0311118,33.40589142,19.96158791,4.6,53725
Montana,Fallon County,West,Non-metro,9,30.9,2846,1375,172,10.9206349,38.11434174,19.00702095,4,65651
Kansas,Douglas County,Midwest,Metro,3,55.2,122259,16737,39436,68.5366701,27.35199547,49.63142395,6.1,62559
Montana,Sweet Grass County,West,Non-metro,9,37.5,3737,1840,549,22.4448078,32.62385178,25.35779762,3.6,55259
Alabama,Autauga County,South,Metro,2,36.1,55869,19838,7503,27.0183651,28.3565712,26.57157326,4.9,58233
Indiana,Marshall County,Midwest,Non-metro,6,41.1,46258,13844,5712,28.6646259,26.48446465,19.67463875,6.4,53695
Tennessee,Benton County,South,Non-metro,7,40.1,16160,5668,1529,21.0606061,23.65700722,12.26910686,8.2,42322
Virginia,Montgomery County,South,Metro,3,43.1,98535,20629,23218,51.5531674,24.37281036,45.4685173,4.8,58740
Oregon,Tillamook County,West,Non-metro,6,60.5,27036,8354,8066,47.7617243,39.06479645,21.81468201,8.1,52298
Kansas,Wallace County,Midwest,Non-metro,9,34.6,1518,762,44,5.3855569,36.44859695,32.42990494,2.2,54714
Alabama,Butler County,South,Non-metro,6,35.6,19448,5458,3965,41.789629,23.72820091,16.13720322,8.8,39944
North Dakota,Oliver County,Midwest,Metro,3,22.9,1959,918,129,12.1013133,39.42457199,21.07309532,5.2,72919
Texas,Houston County,South,Non-metro,7,38,22968,7060,2314,24.5205044,29.79873848,15.22979832,5.3,43601
Mississippi,Itawamba County,South,Non-metro,7,32.1,23390,9438,1249,11.5370405,34.80529404,13.15856457,7,49214
Arkansas,Grant County,South,Metro,2,41.6,18265,6794,1268,15.4634146,28.30188751,18.71069145,5.2,58566
Illinois,Clay County,Midwest,Non-metro,7,35.8,13184,5629,1129,16.3646905,34.3970871,14.97108555,9.4,49377
Michigan,Gratiot County,Midwest,Non-metro,6,42.2,40711,12102,6693,34.9924191,35.28682709,15.36473083,8,51046
Arkansas,Greene County,South,Non-metro,4,39.2,45325,12670,3058,18.9937888,26.22531128,16.15681267,6,47098
Kansas,Harvey County,Midwest,Metro,2,41.8,34429,10015,6652,39.0513091,33.51960373,33.18959808,5.3,62961
Oregon,Coos County,West,Non-metro,5,53.1,64487,21829,14243,38.4167229,40.86466599,17.76203728,8.6,49504
